Group #,Category/Family,Product ID,Product Name,Current Qty,Sales Orders,Last Sale Date,Total Qty Sold,Order Types,Purchase Orders,Last PO Date,Total Qty Purchased,Has Activity
"110","CERAM DECOR","1344","CHANEL BEIGE RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"110","CERAM DECOR","3185","CHANEL BEIGE RELIEFE 30/90 (M²)","0","0","","0","","0","","0","NO"
"111","TECHNO CERAM","1350","PRESIDENT BEIGE 45/90 (2me)","0","0","","0","","0","","0","NO"
"111","TECHNO CERAM","3172","PRESIDENT BEIGE 45/90 (2éme)","0","0","","0","","0","","0","NO"
"112","TECHNO CERAM","1351","VERONA GRIS REC (2me)","0","0","","0","","0","","0","NO"
"112","TECHNO CERAM","3236","VERONA GRIS REC (2éme)","51.84","0","","0","","0","","0","YES"
"113","TECHNO CERAM","1376","JET CREMA REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"113","TECHNO CERAM","3178","JET CREMA REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"114","TIMGAD CERAM","1389","JULIA WHITE RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"114","TIMGAD CERAM","3058","JULIA WHITE RELIEFE 30/90 (M²)","0","0","","0","","0","","0","NO"
"115","TECHNO CERAM","1439","CALACATA REC 60/60 (2me)","0","1","Sun Feb 22 2026 00:00:00 GMT+0100 (Central European Standard Time)","7.2","RETAIL","0","","0","YES"
"115","TECHNO CERAM","3170","CALACATA REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"116","CERAM DECOR","1471","OPERA CREMA 30/90 (2me)","0","0","","0","","0","","0","NO"
"116","CERAM DECOR","3155","OPERA CREMA 30/90 (2éme)","0","0","","0","","0","","0","NO"
"117","TIMGAD CERAM","1487","FICHE:JASMINE POLI/REC 120/60","1","0","","0","","0","","0","YES"
"117","TIMGAD CERAM","3603","JASMINE POLI REC 120/60","0","0","","0","","0","","0","NO"
"117","TIMGAD CERAM","3769","FICHE:JASMINE POLI REC 120/60","1","0","","0","","0","","0","YES"
"118","CERAM DECOR","1605","FICHE:4D CALACATA REC 30/90","1","0","","0","","0","","0","YES"
"118","CERAM DECOR","2674","CALACATA 4D 30/90","0","0","","0","","0","","0","NO"
"118","CERAM DECOR","2697","FICHE:CALACATA 4D 30/90","1","0","","0","","0","","0","YES"
"119","CERAM DECOR","1631","BAVARIA GRIS REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"119","CERAM DECOR","3246","BAVARIA GRIS REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"120","CERAM DECOR","1695","PRIVA BEIGE RELIEFE 25/80 (Mý)","0","0","","0","","0","","0","NO"
"120","CERAM DECOR","3198","PRIVA BEIGE RELIEFE 25/80 (M²)","0","0","","0","","0","","0","NO"
"121","CERAM DECOR","1702","ONE BEIGE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"121","CERAM DECOR","3239","ONE BEIGE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"122","CERAM DECOR","1796","METRO LUXE GOLD RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"122","CERAM DECOR","3256","METRO LUXE GOLD RELIEFE 30/90 (M²)","0","0","","0","","0","","0","NO"
"123","CERAM DECOR","1815","TRAVA BEIGE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"123","CERAM DECOR","3248","TRAVA BEIGE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"124","CERAM DECOR","1816","STORM CALACATA RELIEFE 25/80 (Mý)","0","0","","0","","0","","0","NO"
"124","CERAM DECOR","3193","STORM CALACATA RELIEFE 25/80 (M²)","0","0","","0","","0","","0","NO"
"125","CERAM DECOR","1817","TRAVA GRIS REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"125","CERAM DECOR","3249","TRAVA GRIS REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"126","CERAM DECOR","1860","CHANEL BEIGE GLOSSY REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"126","CERAM DECOR","3250","CHANEL BEIGE GLOSSY REC 60/60 (2éme)","103.68","0","","0","","0","","0","YES"
"127","TIMGAD CERAM","1900","VERONA GRIS RELIEFE 25/75 (Mý)","0","0","","0","","0","","0","NO"
"127","TIMGAD CERAM","3092","VERONA GRIS RELIEFE 25/75 (M²)","0","0","","0","","0","","0","NO"
"128","TIMGAD CERAM","1906","MAJESTIC RELIEFE 25/75 (Mý)","0","0","","0","","0","","0","NO"
"128","TIMGAD CERAM","3087","MAJESTIC RELIEFE 25/75 (M²)","0","0","","0","","0","","0","NO"
"129","CERAM DECOR","1912","FICHE:WOOD DARK GRIS +GRIS BLACK 30/90","1","0","","0","","0","","0","YES"
"129","CERAM DECOR","3849","FICHE:WOOD DARK GRIS+GRIS BLACK 30/90","7","0","","0","","0","","0","YES"
"130","ELVA CERAM","1930","JAPAN LIGHT REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"130","ELVA CERAM","3186","JAPAN LIGHT REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"131","ELVA CERAM","1934","MARCHE PORTLAND BEIGE 120/60 (2me)","0","0","","0","","0","","0","NO"
"131","ELVA CERAM","3288","MARCHE PORTLAND BEIGE 120/60 (2éme)","0","0","","0","","0","","0","NO"
"132","ELVA CERAM","1945","VITA GRIS POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"132","ELVA CERAM","3122","VITA GRIS POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"133","NAF CERAM","1947","ALASKA GOLD RELIEFE 25/75 (Mý)","0","0","","0","","0","","0","NO"
"133","NAF CERAM","3220","ALASKA GOLD RELIEFE 25/75 (M²)","0","0","","0","","0","","0","NO"
"134","ELVA CERAM","1950","OSCAR SILVER REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"134","ELVA CERAM","3144","OSCAR SILVER REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"135","ELVA CERAM","1951","POLO SILVER REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"135","ELVA CERAM","3180","POLO SILVER REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"136","NAF CERAM","1970","CRYSTALE RELIEFE 30/60 (Mý)","0","0","","0","","0","","0","NO"
"136","NAF CERAM","3111","CRYSTALE RELIEFE 30/60 (M²)","0","0","","0","","0","","0","NO"
"137","ELVA CERAM","1971","JAPAN LIGHT GRIS REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"137","ELVA CERAM","3118","JAPAN LIGHT GRIS REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"138","ELVA CERAM","1972","MARCHE PORTLAND LIGHT GRIS 120/60 (2me)","0","0","","0","","0","","0","NO"
"138","ELVA CERAM","3285","MARCHE PORTLAND LIGHT GRIS 120/60 (2éme)","0","0","","0","","0","","0","NO"
"139","ELVA CERAM","1974","JAPAN DARK GRIS REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"139","ELVA CERAM","3117","JAPAN DARK GRIS REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"140","ELVA CERAM","1977","MARCHE URBAIN SILVER 120/60 (2me)","0","0","","0","","0","","0","NO"
"140","ELVA CERAM","3284","MARCHE URBAIN SILVER 120/60 (2éme)","0","0","","0","","0","","0","NO"
"141","ELVA CERAM","1980","SOFT WOOD BEIGE 20/75 (2me)","0","0","","0","","0","","0","NO"
"141","ELVA CERAM","3243","SOFT WOOD BEIGE 20/75 (2éme)","0","0","","0","","0","","0","NO"
"142","ELVA CERAM","1981","SOFT WOOD LIGHT GRIS 20/75 (2me)","0","0","","0","","0","","0","NO"
"142","ELVA CERAM","3244","SOFT WOOD LIGHT GRIS 20/75 (2éme)","0","0","","0","","0","","0","NO"
"143","GALA CERAM","1999","FICHE:SINA? REC 60/60","0","0","","0","","0","","0","NO"
"143","GALA CERAM","3647","SINAΪ REC 60/60","103.68","0","","0","","0","","0","YES"
"143","GALA CERAM","3823","FICHE:SINAΪ REC 60/60","0","0","","0","","0","","0","NO"
"144","ELVA CERAM","2007","PERLE TURQUOISE POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"144","ELVA CERAM","3247","PERLE TURQUOISE POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"145","NAF CERAM","2031","MALAGA GOLD 25/75 (2me)","0","0","","0","","0","","0","NO"
"145","NAF CERAM","3286","MALAGA GOLD 25/75 (2éme)","0","0","","0","","0","","0","NO"
"146","ELVA CERAM","2040","SOFT WOOD NATURE 20/75 (2me)","0","0","","0","","0","","0","NO"
"146","ELVA CERAM","3245","SOFT WOOD NATURE 20/75 (2éme)","0","0","","0","","0","","0","NO"
"147","NAF CERAM","2041","GLORIA GRIS RELIEFE 25/60 (Mý)","0","0","","0","","0","","0","NO"
"147","NAF CERAM","3123","GLORIA GRIS RELIEFE 25/60 (M²)","0","0","","0","","0","","0","NO"
"148","ELVA CERAM","2042","TITAN BEIGE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"148","ELVA CERAM","3081","TITAN BEIGE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"149","ROYAL CERAM","2050","ATLANTA BEIGE RELIEFE 45/90 (Mý)","0","0","","0","","0","","0","NO"
"149","ROYAL CERAM","3253","ATLANTA BEIGE RELIEFE 45/90 (M²)","0","0","","0","","0","","0","NO"
"150","ROYAL CERAM","2059","NERO BLACK POLI REC 45/90 (2me)","0","0","","0","","0","","0","NO"
"150","ROYAL CERAM","3254","NERO BLACK POLI REC 45/90 (2éme)","0","0","","0","","0","","0","NO"
"151","ROYAL CERAM","2060","NERO BLANC 45/90 (2me)","0","0","","0","","0","","0","NO"
"151","ROYAL CERAM","3255","NERO BLANC 45/90 (2éme)","0","0","","0","","0","","0","NO"
"152","ROYAL CERAM","2069","NEST OXID 33/33 (2me)","0","0","","0","","0","","0","NO"
"152","ROYAL CERAM","3152","NEST OXID 33/33 (2éme)","0","0","","0","","0","","0","NO"
"153","ROYAL CERAM","2070","JIAN MARBRE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"153","ROYAL CERAM","3191","JIAN MARBRE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"154","ROYAL CERAM","2074","ARCILLA ROJO 33/33 (2me)","0","0","","0","","0","","0","NO"
"154","ROYAL CERAM","3153","ARCILLA ROJO 33/33 (2éme)","0","0","","0","","0","","0","NO"
"155","ROYAL CERAM","2080","ORION MARBRE 45/45 (2me)","0","0","","0","","0","","0","NO"
"155","ROYAL CERAM","3299","ORION MARBRE 45/45 (2éme)","0","0","","0","","0","","0","NO"
"156","ROYAL CERAM","2099","ROME MARBRE POLI REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"156","ROYAL CERAM","3200","ROME MARBRE POLI REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"157","ROYAL CERAM","2104","NEVERTI MARBRE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"157","ROYAL CERAM","3161","NEVERTI MARBRE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"158","ROYAL CERAM","2107","TOKYO BLACK POLI REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"158","ROYAL CERAM","3204","TOKYO BLACK POLI REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"159","ROYAL CERAM","2111","ARCILLA TAUPE 33/33 (2me)","0","0","","0","","0","","0","NO"
"159","ROYAL CERAM","3151","ARCILLA TAUPE 33/33 (2éme)","0","0","","0","","0","","0","NO"
"160","ROYAL CERAM","2153","NEST GRIS 33/33 (2me)","0","0","","0","","0","","0","NO"
"160","ROYAL CERAM","3150","NEST GRIS 33/33 (2éme)","0","0","","0","","0","","0","NO"
"161","ELVA CERAM","2178","CASTEL BEIGE 3D WALL STONE 120/60 (2me)","0","0","","0","","0","","0","NO"
"161","ELVA CERAM","3110","CASTEL BEIGE 3D WALL STONE 120/60 (2éme)","0","0","","0","","0","","0","NO"
"162","ELVA CERAM","2189","MARCHE GRANIT CREMA 120/60 (2me)","0","0","","0","","0","","0","NO"
"162","ELVA CERAM","3272","MARCHE GRANIT CREMA 120/60 (2éme)","0","0","","0","","0","","0","NO"
"163","ELVA CERAM","2195","MARCHE PREMIUM GRIS 120/60 (2me)","0","0","","0","","0","","0","NO"
"163","ELVA CERAM","3270","MARCHE PREMIUM GRIS 120/60 (2éme)","0","0","","0","","0","","0","NO"
"164","ELVA CERAM","2198","MARBLE WHITE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"164","ELVA CERAM","3210","MARBLE WHITE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"165","ELVA CERAM","2202","CESAR BLACK POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"165","ELVA CERAM","3211","CESAR BLACK POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"166","ELVA CERAM","2203","VENTO GRIS POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"166","ELVA CERAM","3305","VENTO GRIS POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"167","ELVA CERAM","2208","ELEMENT POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"167","ELVA CERAM","3106","ELEMENT POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"168","ELVA CERAM","2216","ONYX BLUE POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"168","ELVA CERAM","3171","ONYX BLUE POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"169","ELVA CERAM","2219","MARCHE PREMIRA BLACK 120/60 (2me)","0","0","","0","","0","","0","NO"
"169","ELVA CERAM","3281","MARCHE PREMIRA BLACK 120/60 (2éme)","0","0","","0","","0","","0","NO"
"170","ELVA CERAM","2221","ROCK GRIS REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"170","ELVA CERAM","3138","ROCK GRIS REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"171","ELVA CERAM","2222","ONYX LIGHT POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"171","ELVA CERAM","3174","ONYX LIGHT POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"172","ELVA CERAM","2223","MARCHE GRANIT ROSE 120/60 (2me)","0","0","","0","","0","","0","NO"
"172","ELVA CERAM","3279","MARCHE GRANIT ROSE 120/60 (2éme)","0","0","","0","","0","","0","NO"
"173","ELVA CERAM","2225","MAGNUM BLACK POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"173","ELVA CERAM","3308","MAGNUM BLACK POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"174","ELVA CERAM","2226","TORONTO SILVER REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"174","ELVA CERAM","3229","TORONTO SILVER REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"175","ELVA CERAM","2230","SUPER BEIGE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"175","ELVA CERAM","3167","SUPER BEIGE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"176","ELVA CERAM","2231","MARCHE PERLATO BEIGE 120/60 (2me)","0","0","","0","","0","","0","NO"
"176","ELVA CERAM","3274","MARCHE PERLATO BEIGE 120/60 (2éme)","0","0","","0","","0","","0","NO"
"177","ELVA CERAM","2233","GLASS BLACK POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"177","ELVA CERAM","3133","GLASS BLACK POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"178","ELVA CERAM","2234","MARCHE TAN BROWN 120/60 (2me)","0","0","","0","","0","","0","NO"
"178","ELVA CERAM","3275","MARCHE TAN BROWN 120/60 (2éme)","0","0","","0","","0","","0","NO"
"179","ELVA CERAM","2237","LIVERPOL GRIS REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"179","ELVA CERAM","3169","LIVERPOL GRIS REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"180","ELVA CERAM","2240","GRANIT GRIS POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"180","ELVA CERAM","3209","GRANIT GRIS POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"181","ELVA CERAM","2246","VENICIA GOLD POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"181","ELVA CERAM","3201","VENICIA GOLD POLI REC 120/60 (2éme)","0","1","Wed Feb 18 2026 00:00:00 GMT+0100 (Central European Standard Time)","1","RETAIL","0","","0","YES"
"182","ELVA CERAM","2252","CITY BEIGE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"182","ELVA CERAM","3202","CITY BEIGE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"183","ELVA CERAM","2254","LIMIT GRIS REC (2me) 60/60","0","0","","0","","0","","0","NO"
"183","ELVA CERAM","3160","LIMIT GRIS REC (2éme) 60/60","0","0","","0","","0","","0","NO"
"184","ELVA CERAM","2264","JACOB BLACK POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"184","ELVA CERAM","3257","JACOB BLACK POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"185","ELVA CERAM","2275","MAGMA BLACK POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"185","ELVA CERAM","3295","MAGMA BLACK POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"186","ELVA CERAM","2276","GRANIT GRIS REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"186","ELVA CERAM","3294","GRANIT GRIS REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"187","ELVA CERAM","2277","FUNNY GOLD REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"187","ELVA CERAM","3199","FUNNY GOLD REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"188","ELVA CERAM","2287","MICRA BROWN POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"188","ELVA CERAM","3265","MICRA BROWN POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"189","ELVA CERAM","2296","MACAU BLACK POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"189","ELVA CERAM","3107","MACAU BLACK POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"190","ELVA CERAM","2299","ELEGANO BLACK REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"190","ELVA CERAM","3205","ELEGANO BLACK REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"191","ELVA CERAM","2306","ARCO BEIGE POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"191","ELVA CERAM","3175","ARCO BEIGE POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"192","ELVA CERAM","2307","MAGIC SILVER REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"192","ELVA CERAM","3176","MAGIC SILVER REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"193","ELVA CERAM","2418","EXTEND GRIS POLI REC 70/70 (2me)","0","0","","0","","0","","0","NO"
"193","ELVA CERAM","3156","EXTEND GRIS POLI REC 70/70 (2éme)","0","0","","0","","0","","0","NO"
"194","ELVA CERAM","2419","EXOTIC GOLD POLI REC 70/70 (2me)","0","0","","0","","0","","0","NO"
"194","ELVA CERAM","3157","EXOTIC GOLD POLI REC 70/70 (2éme)","0","0","","0","","0","","0","NO"
"195","TECHNO CERAM","2455","OXFORD BLANC REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"195","TECHNO CERAM","3154","OXFORD BLANC REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"196","TECHNO CERAM","2461","RITAL MARFIL RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"196","TECHNO CERAM","3063","RITAL MARFIL RELIEFE 30/90 (M²)","0","0","","0","","0","","0","NO"
"197","TECHNO CERAM","2467","MARA MARFIL SATINE RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"197","TECHNO CERAM","3192","MARA MARFIL SATINE RELIEFE 30/90 (M²)","77.76","0","","0","","0","","0","YES"
"198","TECHNO CERAM","2470","ROMA BLANC REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"198","TECHNO CERAM","3158","ROMA BLANC REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"199","TECHNO CERAM","2474","VIVA MARFIL REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"199","TECHNO CERAM","3159","VIVA MARFIL REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"200","TECHNO CERAM","2492","VERONA WOOD RELIEFE 45/90 (Mý)","0","0","","0","","0","","0","NO"
"200","TECHNO CERAM","3065","VERONA WOOD RELIEFE 45/90 (M²)","0","0","","0","","0","","0","NO"
"201","CERAM DECOR","2530","NORDO GRIS 45/45 (2me)","0","0","","0","","0","","0","NO"
"201","CERAM DECOR","3276","NORDO GRIS 45/45 (2éme)","0","0","","0","","0","","0","NO"
"202","CERAM DECOR","2531","VAMOS GRIS REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"202","CERAM DECOR","3230","VAMOS GRIS REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"203","TECHNO CERAM","2541","OSCAR CREMA RELIEFE 30/90 (2me)","0","0","","0","","0","","0","NO"
"203","TECHNO CERAM","3189","OSCAR CREMA RELIEFE 30/90 (2éme)","0","0","","0","","0","","0","NO"
"204","TECHNO CERAM","2560","MARABELLA 30/90 (2me)","0","0","","0","","0","","0","NO"
"204","TECHNO CERAM","3194","MARABELLA 30/90 (2éme)","0","0","","0","","0","","0","NO"
"205","TECHNO CERAM","2566","FLORA MARBRE GOLD REC 60/60 (2me)","0","1","Sun Feb 22 2026 00:00:00 GMT+0100 (Central European Standard Time)","5.76","RETAIL","0","","0","YES"
"205","TECHNO CERAM","3293","FLORA MARBRE GOLD REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"206","TECHNO CERAM","2568","EXTRA PERLA RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"206","TECHNO CERAM","3102","EXTRA PERLA RELIEFE 30/90 (M²)","0","0","","0","","0","","0","NO"
"207","TECHNO CERAM","2640","MARA MARFIL 30/90 (2me)","0","0","","0","","0","","0","NO"
"207","TECHNO CERAM","3196","MARA MARFIL 30/90 (2éme)","0","0","","0","","0","","0","NO"
"208","TECHNO CERAM","2646","RITAL EXTRA RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"208","TECHNO CERAM","3066","RITAL EXTRA RELIEFE 30/90 (M²)","0","0","","0","","0","","0","NO"
"209","TECHNO CERAM","2660","VERONA TOFFEE 45/90 (2me)","0","0","","0","","0","","0","NO"
"209","TECHNO CERAM","3068","VERONA TOFFEE 45/90 (2éme)","0","0","","0","","0","","0","NO"
"210","CERAM DECOR","2669","NORDO BEIGE 45/45 (2me)","0","0","","0","","0","","0","NO"
"210","CERAM DECOR","3273","NORDO BEIGE 45/45 (2éme)","0","0","","0","","0","","0","NO"
"211","TECHNO CERAM","2683","ROCKWELL PERLA RELIEFE 30/90 (Mý)","0","0","","0","","0","","0","NO"
"211","TECHNO CERAM","3104","ROCKWELL PERLA RELIEFE 30/90 (M²)","0","0","","0","","0","","0","NO"
"212","CERAM DECOR","2686","VAMOS GRIS 25/70 (2me)","0","0","","0","","0","","0","NO"
"212","CERAM DECOR","3233","VAMOS GRIS 25/70 (2éme)","0","0","","0","","0","","0","NO"
"213","SANI DECOR","2699","CHAISE DïEAU (SD-00026-S)","0","0","","0","","0","","0","NO"
"213","SANI DECOR","3109","CHAISE D´EAU (SD-00026-S)","0","0","","0","","0","","0","NO"
"214","SANI DECOR","2702","SIEGE SEPARE NICE VERTICAL (2me) (620-VERT)","0","0","","0","","0","","0","NO"
"214","SANI DECOR","3309","SIEGE SEPARE NICE VERTICAL (2éme) (620-VERT)","0","0","","0","","0","","0","NO"
"215","SANI DECOR","2703","AVABO SUSPENDUE DIAMOND (2me) (SD2-1060-SC)","0","0","","0","","0","","0","NO"
"215","SANI DECOR","3224","AVABO SUSPENDUE DIAMOND (2éme) (SD2-1060-SC)","0","0","","0","","0","","0","NO"
"216","SANI DECOR","2704","AVABO SUSPENDUE TWIN ROND (2me) (SD2-TWIRD-SC)","0","0","","0","","0","","0","NO"
"216","SANI DECOR","3225","AVABO SUSPENDUE TWIN ROND (2éme) (SD2-TWIRD-SC)","0","0","","0","","0","","0","NO"
"217","CERAM DECOR","2720","VAMOS BEIGE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"217","CERAM DECOR","3232","VAMOS BEIGE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"218","TECHNO CERAM","2729","MIRNA EXTRA REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"218","TECHNO CERAM","3283","MIRNA EXTRA REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"219","CERAM DECOR","2750","LEGANCY GOLD 45/45 (2me)","0","0","","0","","0","","0","NO"
"219","CERAM DECOR","3282","LEGANCY GOLD 45/45 (2éme)","0","0","","0","","0","","0","NO"
"220","ROYAL CERAM","2754","ARCILLA GRIS 33/33 (2me)","0","0","","0","","0","","0","NO"
"220","ROYAL CERAM","3134","ARCILLA GRIS 33/33 (2éme)","0","0","","0","","0","","0","NO"
"221","ROYAL CERAM","2755","ARCILLA LIGHT GRIS 33/33 (2me)","0","0","","0","","0","","0","NO"
"221","ROYAL CERAM","3135","ARCILLA LIGHT GRIS 33/33 (2éme)","0","0","","0","","0","","0","NO"
"222","ROYAL CERAM","2759","VENOM BLUE POLI REC 120/60 (2me)","0","0","","0","","0","","0","NO"
"222","ROYAL CERAM","3227","VENOM BLUE POLI REC 120/60 (2éme)","0","0","","0","","0","","0","NO"
"223","ROYAL CERAM","2776","ARCILLA MARENGO 33/33 (2me)","0","0","","0","","0","","0","NO"
"223","ROYAL CERAM","3139","ARCILLA MARENGO 33/33 (2éme)","0","0","","0","","0","","0","NO"
"224","SANI DECOR","2779","AVABO DIAMOND (2me) (SD-1060)","0","0","","0","","0","","0","NO"
"224","SANI DECOR","3149","AVABO DIAMOND (2éme) (SD-1060)","0","0","","0","","0","","0","NO"
"225","SANI DECOR","2786","SIEGE SEPARE NICE PLUS (2me) (SD2-620-ECOP)","0","0","","0","","0","","0","NO"
"225","SANI DECOR","3206","SIEGE SEPARE NICE PLUS (2éme) (SD2-620-ECOP)","9","0","","0","","0","","0","YES"
"226","SANI DECOR","2787","SIEGE SEPARE AQUA LUX (2me) (SD2-650-PK)","0","0","","0","","0","","0","NO"
"226","SANI DECOR","3208","SIEGE SEPARE AQUA LUX (2éme) (SD2-650-PK)","0","0","","0","","0","","0","NO"
"227","SANI DECOR","2792","SIEGE SEPARE OCEAN (2me) (SD-6005-MB)","0","0","","0","","0","","0","NO"
"227","SANI DECOR","3147","SIEGE SEPARE OCEAN (2éme) (SD-6005-MB)","0","0","","0","","0","","0","NO"
"228","ROYAL CERAM","2794","PORTO BEIGE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"228","ROYAL CERAM","3140","PORTO BEIGE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"229","ROYAL CERAM","2798","PORTO GRIS REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"229","ROYAL CERAM","3141","PORTO GRIS REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"230","ROYAL CERAM","2799","PRADA MARBRE REC 60/60 (2me)","0","0","","0","","0","","0","NO"
"230","ROYAL CERAM","3142","PRADA MARBRE REC 60/60 (2éme)","0","0","","0","","0","","0","NO"
"231","SANI DECOR","2804","SIEGE SEPARE OMEGA (2me) (SD-750-EC)","0","0","","0","","0","","0","NO"
"231","SANI DECOR","3115","SIEGE SEPARE OMEGA (2éme) (SD-750-EC)","0","0","","0","","0","","0","NO"
